dataset,line,run_id,status,attempt,ts,attempts,duration_s
Clone3,224,mobilenet_v2_fp16_medium_BS16,done,,1783713432.6459997,1.0,923.189
Clone3,225,mobilenet_v2_fp64_fast_BS1,running,1.0,1783713432.6465664,,
Clone3,226,mobilenet_v2_fp64_fast_BS1,done,,1783716434.766607,1.0,3002.107
Clone3,227,mobilenet_v2_fp16_fast_BS1,running,1.0,1783716434.7676935,,
Clone3,228,mobilenet_v2_fp16_fast_BS1,done,,1783718667.8579152,1.0,2233.081
Clone3,229,resnet50_fp32_fast_BS8,running,1.0,1783718667.8586426,,
Clone3,230,resnet50_fp32_fast_BS8,done,,1783720088.3718004,1.0,1420.507
Clone3,231,mobilenet_v2_fp64_medium_BS8,running,1.0,1783720088.3725858,,
Clone3,232,mobilenet_v2_fp64_medium_BS8,done,,1783723281.0083287,1.0,3192.623
Clone3,233,resnet50_fp16_slow_BS64,running,1.0,1783723281.0095282,,
Clone3,234,resnet50_fp16_slow_BS64,done,,1783724771.1014702,1.0,1490.08
Clone3,235,mobilenet_v2_fp64_medium_BS64,running,1.0,1783724771.1023905,,
Clone3,236,mobilenet_v2_fp64_medium_BS64,done,,1783727909.914149,1.0,3138.799
Clone3,237,mobilenet_v2_fp32_fast_BS4,running,1.0,1783727909.9148512,,
Clone3,238,mobilenet_v2_fp32_fast_BS4,done,,1783728915.7547204,1.0,1005.835
Clone3,239,resnet50_fp64_fast_BS16,running,1.0,1783728915.7553968,,
Clone3,240,resnet50_fp64_fast_BS16,done,,1783750459.8211691,1.0,21543.979
Clone3,241,resnet50_fp32_medium_BS1,running,1.0,1783750459.8225665,,
Clone3,242,resnet50_fp32_medium_BS1,done,,1783752697.3417287,1.0,2237.51
Clone3,243,resnet50_fp32_medium_BS128,running,1.0,1783752697.3421152,,
Clone3,244,resnet50_fp32_medium_BS128,done,,1783754066.0175147,1.0,1368.669
Clone3,245,resnet50_fp64_medium_BS16,running,1.0,1783754066.0181582,,
Clone3,246,resnet50_fp64_medium_BS16,done,,1783775614.6882868,1.0,21548.587
Clone3,247,mobilenet_v2_fp64_fast_BS32,running,1.0,1783775614.6891544,,
Clone3,248,mobilenet_v2_fp64_fast_BS32,done,,1783778476.7406328,1.0,2862.035
Clone3,249,resnet50_fp64_medium_BS4,running,1.0,1783778476.7417276,,
Clone3,250,resnet50_fp64_medium_BS4,done,,1783802040.8221865,1.0,23563.985
Clone3,251,resnet50_fp32_fast_BS32,running,1.0,1783802040.8230104,,
Clone3,252,resnet50_fp32_fast_BS32,done,,1783803346.401667,1.0,1305.571
MasterJetson,1,mobilenet_v2_fp16_fast_BS1,running,1.0,1782844796.9791849,,
MasterJetson,2,mobilenet_v2_fp16_fast_BS1,done,,1782846455.4579978,1.0,1658.467
MasterJetson,3,mobilenet_v2_fp16_medium_BS16,running,1.0,1782846455.4586287,,
MasterJetson,4,mobilenet_v2_fp16_medium_BS16,done,,1782847308.9517412,1.0,853.489
MasterJetson,5,mobilenet_v2_fp64_fast_BS4,running,1.0,1782847308.9524076,,
MasterJetson,6,mobilenet_v2_fp64_fast_BS4,done,,1782850510.4260726,1.0,3201.461
MasterJetson,7,resnet50_fp32_medium_BS4,running,1.0,1782850510.4267333,,
MasterJetson,8,resnet50_fp32_medium_BS4,done,,1782852029.9638479,1.0,1519.531
MasterJetson,9,mobilenet_v2_fp32_slow_BS4,running,1.0,1782852029.964244,,
MasterJetson,10,mobilenet_v2_fp32_slow_BS4,done,,1782853642.1135461,1.0,1612.137
MasterJetson,11,mobilenet_v2_fp64_medium_BS4,running,1.0,1782853642.1145158,,
MasterJetson,12,mobilenet_v2_fp64_medium_BS4,done,,1782856843.4803374,1.0,3201.354
MasterJetson,13,mobilenet_v2_fp32_medium_BS1,running,1.0,1782856843.4806201,,
MasterJetson,14,mobilenet_v2_fp32_medium_BS1,done,,1782858770.6293163,1.0,1927.141
MasterJetson,15,mobilenet_v2_fp64_slow_BS16,running,1.0,1782858770.6300097,,
MasterJetson,16,mobilenet_v2_fp64_slow_BS16,done,,1782864379.849526,1.0,5609.176
MasterJetson,17,mobilenet_v2_fp16_fast_BS16,running,1.0,1782864379.8505905,,
MasterJetson,18,mobilenet_v2_fp16_fast_BS16,done,,1782865599.054702,1.0,1219.196
MasterJetson,19,resnet50_fp32_slow_BS16,running,1.0,1782865599.0556412,,
MasterJetson,20,resnet50_fp32_slow_BS16,done,,1782867791.0763986,1.0,2192.004
MasterJetson,21,mobilenet_v2_fp32_fast_BS16,running,1.0,1782867791.077443,,
MasterJetson,22,mobilenet_v2_fp32_fast_BS16,done,,1782869192.654314,1.0,1401.567
MasterJetson,23,resnet50_fp32_fast_BS16,running,1.0,1782869192.6553543,,
MasterJetson,24,resnet50_fp32_fast_BS16,done,,1782871347.3774965,1.0,2154.707
MasterJetson,25,mobilenet_v2_fp16_slow_BS8,running,1.0,1782871347.3786361,,
MasterJetson,26,mobilenet_v2_fp16_slow_BS8,done,,1782872658.5736141,1.0,1311.186
MasterJetson,27,mobilenet_v2_fp16_medium_BS4,running,1.0,1782872658.5740721,,
MasterJetson,28,mobilenet_v2_fp16_medium_BS4,done,,1782873724.617165,1.0,1066.035
MasterJetson,29,mobilenet_v2_fp64_slow_BS8,running,1.0,1782873724.6181571,,
MasterJetson,30,mobilenet_v2_fp64_slow_BS8,done,,1782879655.4853373,1.0,5930.83
MasterJetson,31,mobilenet_v2_fp32_fast_BS8,running,1.0,1782879655.4862096,,
MasterJetson,32,mobilenet_v2_fp32_fast_BS8,done,,1782881078.1634703,1.0,1422.66
MasterJetson,33,mobilenet_v2_fp16_slow_BS1,running,1.0,1782881078.1644983,,
MasterJetson,34,mobilenet_v2_fp16_slow_BS1,done,,1782884477.2963755,1.0,3399.109
MasterJetson,35,mobilenet_v2_fp16_fast_BS4,running,1.0,1782884477.2975235,,
MasterJetson,36,mobilenet_v2_fp16_fast_BS4,done,,1782886081.3009193,1.0,1603.993
MasterJetson,37,resnet50_fp32_medium_BS16,running,1.0,1782886081.3022723,,
MasterJetson,38,resnet50_fp32_medium_BS16,done,,1782887520.0874355,1.0,1438.776
MasterJetson,39,resnet50_fp64_fast_BS1,running,1.0,1782887520.0882726,,
MasterJetson,40,resnet50_fp64_fast_BS1,done,,1782912997.7203119,1.0,25477.536
MasterJetson,41,resnet50_fp16_medium_BS4,running,1.0,1782912997.7211025,,
MasterJetson,42,resnet50_fp16_medium_BS4,done,,1782914268.2515314,1.0,1270.524
MasterJetson,43,mobilenet_v2_fp32_medium_BS16,running,1.0,1782914268.2523162,,
MasterJetson,44,mobilenet_v2_fp32_medium_BS16,done,,1782915261.3723514,1.0,993.109
MasterJetson,45,mobilenet_v2_fp32_slow_BS16,running,1.0,1782915261.373372,,
MasterJetson,46,mobilenet_v2_fp32_slow_BS16,done,,1782916699.8754988,1.0,1438.492
MasterJetson,47,mobilenet_v2_fp32_medium_BS4,running,1.0,1782916699.8765345,,
MasterJetson,48,mobilenet_v2_fp32_medium_BS4,done,,1782917905.6885095,1.0,1205.807
MasterJetson,49,resnet50_fp32_fast_BS4,running,1.0,1782917905.6887999,,
MasterJetson,50,resnet50_fp32_fast_BS4,done,,1782919368.5858102,1.0,1462.88
MasterJetson,51,resnet50_fp64_medium_BS1,running,1.0,1782919368.5865293,,
MasterJetson,52,resnet50_fp64_medium_BS1,done,,1782944858.252254,1.0,25489.567
MasterJetson,53,mobilenet_v2_fp64_fast_BS1,running,1.0,1782944858.2531924,,
MasterJetson,54,mobilenet_v2_fp64_fast_BS1,done,,1782947838.0912294,1.0,2979.826
MasterJetson,55,mobilenet_v2_fp64_medium_BS16,running,1.0,1782947838.0916138,,
MasterJetson,56,mobilenet_v2_fp64_medium_BS16,done,,1782950822.7616122,1.0,2984.656
MasterJetson,57,mobilenet_v2_fp64_medium_BS8,running,1.0,1782950822.7626543,,
MasterJetson,58,mobilenet_v2_fp64_medium_BS8,done,,1782953974.192729,1.0,3151.418
MasterJetson,59,mobilenet_v2_fp16_medium_BS1,running,1.0,1782953974.1930776,,
MasterJetson,60,mobilenet_v2_fp16_medium_BS1,done,,1782956241.7284229,1.0,2267.525
MasterJetson,61,resnet50_fp16_medium_BS8,running,1.0,1782956241.72935,,
MasterJetson,62,resnet50_fp16_medium_BS8,done,,1782957365.518154,1.0,1123.774
MasterJetson,63,resnet50_fp64_medium_BS4,running,1.0,1782957365.519132,,
MasterJetson,64,resnet50_fp64_medium_BS4,done,,1782980796.8853955,1.0,23431.275
MasterJetson,65,mobilenet_v2_fp32_slow_BS1,running,1.0,1782980796.8863556,,
MasterJetson,66,mobilenet_v2_fp32_slow_BS1,done,,1782983860.9790905,1.0,3064.073
MasterJetson,67,resnet50_fp32_medium_BS8,running,1.0,1782983860.9795942,,
MasterJetson,68,resnet50_fp32_medium_BS8,done,,1782985243.7948349,1.0,1382.807
MasterJetson,69,resnet50_fp16_fast_BS8,running,1.0,1782985243.8006015,,
MasterJetson,70,resnet50_fp16_fast_BS8,done,,1782986211.768572,1.0,967.962
MasterJetson,71,mobilenet_v2_fp32_slow_BS8,running,1.0,1782986211.76956,,
MasterJetson,72,mobilenet_v2_fp32_slow_BS8,done,,1782987716.0674908,1.0,1504.285
MasterJetson,73,resnet50_fp16_slow_BS4,running,1.0,1782987716.0690007,,
MasterJetson,74,resnet50_fp16_slow_BS4,done,,1782989507.347683,1.0,1791.265
MasterJetson,75,resnet50_fp64_fast_BS8,running,1.0,1782989507.348691,,
MasterJetson,76,resnet50_fp64_fast_BS8,done,,1783034625.0421739,1.0,45117.415
MasterJetson,77,resnet50_fp64_slow_BS4,running,1.0,1783034625.0435925,,
MasterJetson,78,resnet50_fp64_slow_BS4,done,,1783080999.5725517,1.0,46374.238
MasterJetson,79,mobilenet_v2_fp32_fast_BS1,running,1.0,1783080999.5741322,,
MasterJetson,80,mobilenet_v2_fp32_fast_BS1,done,,1783084023.7678666,1.0,3024.175
MasterJetson,81,resnet50_fp16_slow_BS8,running,1.0,1783084023.7685623,,
MasterJetson,82,resnet50_fp16_slow_BS8,done,,1783085655.5965805,1.0,1631.815
MasterJetson,83,mobilenet_v2_fp64_fast_BS16,running,1.0,1783085655.597951,,
MasterJetson,84,mobilenet_v2_fp64_fast_BS16,done,,1783091252.525116,1.0,5596.885
MasterJetson,85,resnet50_fp32_medium_BS1,running,1.0,1783091252.5262337,,
MasterJetson,86,resnet50_fp32_medium_BS1,done,,1783093430.738767,1.0,2178.199
MasterJetson,87,mobilenet_v2_fp64_slow_BS1,running,1.0,1783093430.7429705,,
MasterJetson,88,mobilenet_v2_fp64_slow_BS1,done,,1783098943.4909606,1.0,5512.711
MasterJetson,89,resnet50_fp16_fast_BS16,running,1.0,1783098943.492084,,
MasterJetson,90,resnet50_fp16_fast_BS16,done,,1783100419.6662526,1.0,1476.163
MasterJetson,91,mobilenet_v2_fp32_fast_BS4,running,1.0,1783100419.6673915,,
MasterJetson,92,mobilenet_v2_fp32_fast_BS4,done,,1783101933.8867095,1.0,1514.209
MasterJetson,93,resnet50_fp16_medium_BS1,running,1.0,1783101933.8881075,,
MasterJetson,94,resnet50_fp16_medium_BS1,done,,1783104430.6362684,1.0,2496.732
MasterJetson,95,mobilenet_v2_fp16_medium_BS8,running,1.0,1783104430.637497,,
MasterJetson,96,mobilenet_v2_fp16_medium_BS8,done,,1783105411.5603566,1.0,980.916
MasterJetson,97,resnet50_fp32_slow_BS4,running,1.0,1783105411.5609708,,
MasterJetson,98,resnet50_fp32_slow_BS4,done,,1783107929.952865,1.0,2518.375
MasterJetson,99,resnet50_fp16_fast_BS4,running,1.0,1783107929.954426,,
MasterJetson,100,resnet50_fp16_fast_BS4,done,,1783109585.5877392,1.0,1655.622
MasterJetson,101,resnet50_fp16_medium_BS16,running,1.0,1783109585.5891294,,
MasterJetson,102,resnet50_fp16_medium_BS16,done,,1783110709.1738086,1.0,1123.576
MasterJetson,103,resnet50_fp16_slow_BS1,running,1.0,1783110709.175308,,
MasterJetson,104,resnet50_fp16_slow_BS1,done,,1783114206.0880952,1.0,3496.889
MasterJetson,105,resnet50_fp64_fast_BS16,running,1.0,1783114206.088633,,
MasterJetson,106,resnet50_fp64_fast_BS16,done,,1783156693.3071966,1.0,42486.95
MasterJetson,107,mobilenet_v2_fp16_slow_BS16,running,1.0,1783156693.3086085,,
MasterJetson,108,mobilenet_v2_fp16_slow_BS16,done,,1783157948.4825058,1.0,1255.165
MasterJetson,109,mobilenet_v2_fp64_medium_BS1,running,1.0,1783157948.483553,,
MasterJetson,110,mobilenet_v2_fp64_medium_BS1,done,,1783161040.4463298,1.0,3091.944
MasterJetson,111,resnet50_fp64_fast_BS4,running,1.0,1783161040.447551,,
MasterJetson,112,resnet50_fp64_fast_BS4,done,,1783184472.165427,1.0,23431.626
MasterJetson,113,resnet50_fp64_medium_BS16,running,1.0,1783184472.166386,,
MasterJetson,114,resnet50_fp64_medium_BS16,done,,1783205948.7835584,1.0,21476.532
MasterJetson,115,mobilenet_v2_fp16_fast_BS8,running,1.0,1783205948.786943,,
MasterJetson,116,mobilenet_v2_fp16_fast_BS8,done,,1783206797.4773562,1.0,848.687
MasterJetson,117,resnet50_fp64_slow_BS1,running,1.0,1783206797.477708,,
MasterJetson,118,resnet50_fp64_slow_BS1,done,,1783257108.0007637,1.0,50310.213
MasterJetson,119,resnet50_fp64_slow_BS8,running,1.0,1783257108.0018513,,
MasterJetson,120,resnet50_fp64_slow_BS8,done,,1783302192.6959105,1.0,45084.416
MasterJetson,121,resnet50_fp16_slow_BS16,running,1.0,1783302192.6969879,,
MasterJetson,122,resnet50_fp16_slow_BS16,done,,1783303707.620663,1.0,1514.912
MasterJetson,123,resnet50_fp32_fast_BS8,running,1.0,1783303707.6215618,,
MasterJetson,124,resnet50_fp32_fast_BS8,done,,1783305971.5685172,1.0,2263.932
MasterJetson,125,mobilenet_v2_fp64_slow_BS4,running,1.0,1783305971.5746946,,
MasterJetson,126,mobilenet_v2_fp64_slow_BS4,done,,1783312045.2537644,1.0,6073.624
MasterJetson,127,mobilenet_v2_fp32_medium_BS8,running,1.0,1783312045.2551699,,
MasterJetson,128,mobilenet_v2_fp32_medium_BS8,done,,1783313237.1938734,1.0,1191.93
MasterJetson,129,resnet50_fp16_fast_BS1,running,1.0,1783313237.194948,,
MasterJetson,130,resnet50_fp16_fast_BS1,done,,1783315505.390572,1.0,2268.185
MasterJetson,131,resnet50_fp32_slow_BS1,running,1.0,1783315505.3912654,,
MasterJetson,132,resnet50_fp32_slow_BS1,done,,1783318712.1586685,1.0,3206.739
MasterJetson,133,mobilenet_v2_fp16_slow_BS4,running,1.0,1783318712.159855,,
MasterJetson,134,mobilenet_v2_fp16_slow_BS4,done,,1783320307.419963,1.0,1595.25
MasterJetson,135,mobilenet_v2_fp64_fast_BS8,running,1.0,1783320307.4205072,,
MasterJetson,136,mobilenet_v2_fp64_fast_BS8,done,,1783326245.6285176,1.0,5938.171
MasterJetson,137,resnet50_fp32_fast_BS1,running,1.0,1783326245.6298885,,
MasterJetson,138,resnet50_fp32_fast_BS1,done,,1783329494.2619705,1.0,3248.611
MasterJetson,139,resnet50_fp64_slow_BS16,running,1.0,1783329494.2631633,,
MasterJetson,140,resnet50_fp64_slow_BS16,done,,1783371982.349506,1.0,42487.829
MasterJetson,141,resnet50_fp64_medium_BS8,running,1.0,1783371982.3510695,,
MasterJetson,142,resnet50_fp64_medium_BS8,done,,1783394999.0362995,1.0,23016.575
MasterJetson,143,resnet50_fp32_slow_BS8,running,1.0,1783394999.0375152,,
MasterJetson,144,resnet50_fp32_slow_BS8,done,,1783397281.1894574,1.0,2282.138
